,Name,City,Country,IATA,ICAO
5027,Zhoushan Airport,Zhoushan,China,HSN,ZSZS
5028,Qamdo Bangda Airport,Bangda,China,BPX,ZUBD
5029,Dachuan Airport,Dazhou,China,DAX,ZUDX
5030,Guangyuan Airport,Guangyuan,China,GYS,ZUGU
5031,Luzhou Airport,Luzhou,China,LZO,ZULZ
5032,Mianyang Airport,Mianyang,China,MIG,ZUMY
5033,Nanchong Airport,Nanchong,China,NAO,ZUNC
5034,Nyingchi Airport,Nyingchi,China,LZY,ZUNZ
5035,Wanxian Airport,Wanxian,China,WXN,ZUWX
5036,Aksu Airport,Aksu,China,AKU,ZWAK
5037,Qiemo Yudu Airport,Qiemo,China,IQM,ZWCM
5038,Kuqa Airport,Kuqa,China,KCA,ZWKC
5039,Korla Airport,Korla,China,KRL,ZWKL
5040,Karamay Airport,Karamay,China,KRY,ZWKM
5041,Yining Airport,Yining,China,YIN,ZWYN
5042,Heihe Airport,Heihe,China,HEK,ZYHE
5043,Jiamusi Airport,Jiamusi,China,JMU,ZYJM
5044,Jinzhou Airport,Jinzhou,China,JNZ,ZYJZ
5045,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,ZYQQ
5046,Yanji Chaoyangchuan Airport,Yanji,China,YNJ,ZYYJ
5048,Mount Keith Airport,Mount Keith,Australia,WME,YMNE
5056,Anqing Tianzhushan Airport,Anqing,China,AQG,ZSAQ
5057,Shanhaiguan Airport,Qinhuangdao,China,SHP,ZBSH
5058,Yuncheng Guangong Airport,Yuncheng,China,YCU,ZBYC
5059,Lanzhou City Airport,Lanzhou,China,\N,ZLAN
5060,Jiayuguan Airport,Jiayuguan,China,JGN,ZLJQ
5061,Dandong Airport,Dandong,China,DDG,ZYDD
5062,Ordos Ejin Horo Airport,Dongsheng,China,DSN,ZBDS
5063,Bao'anying Airport,Panzhihua,China,PZI,ZUZH
5069,Berkley Structures Heliport,Pagerungan,Indonesia,\N,WA19
5071,Anduki Airport,Seria,Brunei,\N,WBAK
5074,Sukhumi Dranda Airport,Sukhumi,Georgia,SUI,UGSS
5083,Navoi Airport,Navoi,Uzbekistan,NVI,UTSA
5094,Tekapo Aerodrome,Lake Tekapo,New Zealand,\N,NZTL
5111,Ormoc Airport,Ormoc City,Philippines,OMC,RPVO
5118,Cauayan Airport,Cauayan,Philippines,CYZ,RPUY
5126,Gorakhpur Airport,Gorakhpur,India,GOP,VEGK
5128,Hami Airport,Hami,China,HMI,ZWHM
5129,Wuzhou Changzhoudao Airport,Wuzhou,China,WUZ,ZGWZ
5130,Tugdan Airport,Romblon,Philippines,TBH,RPVU
5131,Sahand Airport,Maragheh,Iran,ACP,OITM
5132,Gorgan Airport,Gorgan,Iran,GBT,OING
5133,Ilam Airport,Ilam,Iran,IIL,OICI
5134,Parsabade Moghan Airport,Parsabad,Iran,PFQ,OITP
5136,Tacheng Airport,Tacheng,China,TCG,ZWTC
5137,Mardin Airport,Mardin,Turkey,MQM,LTCR
5138,Sugraly Airport,Zarafshan,Uzbekistan,AFS,UTSN
5142,Sege Airport,Sege,Solomon Islands,EGM,AGGS
5143,Shahrekord Airport,Shahre Kord,Iran,CQD,OIFS
5144,Kangra Airport,Kangra,India,DHM,VIGG
5145,Nanded Airport,Nanded,India,NDC,VAND
5146,Shimla Airport,Shimla,India,SLV,VISM
5153,Long Akah Airport,Long Akah,Malaysia,LKH,WBGL
5154,Walaha Airport,Walaha,Vanuatu,WLH,NVSW
5155,Chaoyang Airport,Chaoyang,China,CHG,ZYCY
5159,Sialkot Airport,Sialkot,Pakistan,SKT,OPST
5161,Walvis Bay Airport,Walvis Bay,Namibia,WVB,FYWB
5162,Katima Mulilo Airport,Mpacha,Namibia,MPA,FYKM
5163,Anadolu Airport,Eskissehir,Turkey,AOE,LTBY
5164,Çanakkale Airport,Canakkale,Turkey,CKZ,LTBH
5165,Muş Airport,Mus,Turkey,MSR,LTCK
5166,Sinop Airport,Sinop,Turkey,NOP,LTCM
5167,Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ,LTBU
5168,Bursa Yenişehir Airport,Yenisehir,Turkey,YEI,LTBR
5170,Kalay Airport,Kalemyo,Myanmar,KMV,VYKL
5173,Hamadan Airport,Hamadan,Iran,HDM,OIHH
5174,Marinduque Airport,Gasan,Philippines,MRQ,RPUW
5175,Grafton Airport,Grafton,Australia,GFN,YGFN
5176,Orange Airport,Orange,Australia,OAG,YORG
5177,Taree Airport,Taree,Australia,TRO,YTRE
5178,Choibalsan Airport,Choibalsan,Mongolia,COQ,ZMCD
5184,Goulburn Airport,Goulburn,Australia,GUL,YGLB
5185,Cessnock Airport,Cessnock,Australia,CES,YCNK
5186,Scone Airport,Scone,Australia,NSO,YSCO
5187,Mudgee Airport,Mudgee,Australia,DGE,YMDG
5188,Maitland Airport,Maitland,Australia,MTL,YMND
5196,Oceanside Municipal Airport,Fraser Island,Australia,OCN,KOKB
5198,Kirkuk Air Base,Kirkuk,Iraq,KIK,ORKK
5199,Al Udeid Air Base,Doha,Qatar,XJD,OTBH
5200,Great Barrier Aerodrome,Claris,New Zealand,GBZ,NZGB
5206,Niijima Airport,Niijima,Japan,\N,RJAN
5212,Mary Airport,Mary,Turkmenistan,MYP,UTAM
5213,Bungle Bungle Airport,Bungle Bungle,Australia,\N,YBUU
5218,Whitsunday Island Airport,Airlie Beach,Australia,WSY,YWHI
5230,RAAF Base Amberley,Amberley,Australia,\N,YAMB
5231,Tindal Airport,Katherine,Australia,KTR,YPTN
"5232,""RAAF Williams, Laverton Base"",Laverton,Australia,\N,YLVT"
5233,Nowra Airport,Nowra,Australia,NOA,YSNW
5241,RAAF Base Pearce,Perth,Australia,\N,YPEA
5242,Bendigo Airport,Bendigo,Australia,BXG,YBDG
5245,Ringi Cove Airport,Ringi Cove,Solomon Islands,RIN,AGRC
5262,Gu-Lian Airport,Mohe County,China,OHE,ZYMH
5263,Jining Qufu Airport,Jining,China,JNG,ZLJN
5265,Altay Air Base,Altay,China,AAT,ZWAT
5268,Naypyidaw Airport,Naypyidaw,Burma,NYT,VYEL
5269,Kyaukhtu South Airport,Kyauktu,Burma,\N,VYXG
5271,Bokpyinn Airport,Bokepyin,Burma,VBP,VYBP
5272,Manzhouli Xijiao Airport,Manzhouli,China,NZH,ZBMZ
5273,Wuhai Airport,Wuhai,China,WUA,ZBUH
5281,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR
5282,Jinggangshan Airport,Jian,China,JGS,ZSJA
5288,Siargao Airport,Siargao,Philippines,IAO,RPNS
5295,Ramechhap Airport,Ramechhap,Nepal,RHP,VNRC
5328,Bagram Air Base,Kabul,Afghanistan,OAI,OAIX
5329,Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,OEPS
5335,Xi'an Xiguan Airport,Xi\'AN,China,SIA,ZLSN
5396,Toowoomba Airport,Toowoomba,Australia,TWB,YTWB
5397,Ballera Airport,Ballera,Australia,BBL,YLLE
5398,Gatton Campus Airport,Gatton,Australia,\N,YGAT
5399,Arkalyk North Airport,Arkalyk,Kazakhstan,AYK,UAUR
5594,Hatay Airport,Hatay,Turkey,HTY,LTDA
5598,Foshan Shadi Airport,Foshan,China,FUO,ZGFS
5599,Huizhou Airport,Huizhou,China,HUZ,ZGHZ
5607,Ak Bashat Airport,Taldykorgan,Kazakhstan,\N,UAAT
5608,Ulgii Mongolei Airport,Olgii,Mongolia,ULG,ZMUL
5609,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,KQT,UTDT
5623,Al Najaf International Airport,Najaf,Iraq,NJF,ORNI
5630,Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,OATN
5631,Zaranj Airport,Zaranj,Afghanistan,ZAJ,OAZJ
5632,Chakcharan Airport,Chaghcharan,Afghanistan,CCN,OACC
5633,Fuyang Xiguan Airport,Fuyang,China,FUG,ZSFY
5634,Longyan Guanzhishan Airport,Longyan,China,LCX,ZSLD
5635,Baoshan Yunduan Airport,Baoshan,China,BSD,ZPBS
5636,Xingyi Airport,Xingyi,China,ACX,ZUYI
5637,Liping Airport,Liping,China,HZH,ZUNP
5638,Stepanakert Air Base,Stepanakert,Azerbaijan,\N,UB13
5643,Ryan's Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC
5645,Zhijiang Airport,Zhijiang,China,HJJ,ZGCJ
5649,Lintsang Airfield,Lincang,China,LNJ,ZPLC
5653,Tarempa Airport,Anambas Islands,Indonesia,MWK,WIOM
5657,Persian Gulf International Airport,Khalije Fars,Iran,PGU,OIBP
5658,Yasouj Airport,Yasuj,Iran,YES,OISY
5659,Mosul International Airport,Mosul,Iraq,OSM,ORBM
5660,Tajima Airport,Toyooka,Japan,TJH,RJBT
5661,Amakusa Airport,Amakusa,Japan,AXJ,RJDA
5662,Kikai Airport,Kikai,Japan,KKX,RJKI
5663,Aguni Airport,Aguni,Japan,AGJ,RORA
5664,Donoi Airport,Uliastai,Mongolia,ULZ,ZMDN
5665,Bulgan Airport,Bulgan,Mongolia,UGA,ZMBN
5666,Ulaangom Airport,Ulaangom,Mongolia,ULO,ZMUG
5667,Borongan Airport,Borongan,Philippines,\N,RPVW
5668,Lubang Airport,Lubang,Philippines,LBX,RPLU
5669,Kulob Airport,Kulyab,Tajikistan,TJU,UTDK
5670,Chi Mei Airport,Cimei,Taiwan,CMJ,RCCM
5671,Daşoguz Airport,Dasoguz,Turkmenistan,TAZ,UTAT
5672,Barrow Island Airport,Barrow Island,Australia,BWB,YBWX
5673,Derby Airport,Derby,Australia,DRB,YDBY
5674,Walgett Airport,Walgett,Australia,WGE,YWLG
5675,Bathurst Island Airport,Bathurst Island,Australia,BRT,YBTI
5676,Dunk Island Airport,Dunk Island,Australia,DKI,YDKI
5677,Lizard Island Airport,Lizard Island,Australia,LZR,YLZI
5678,Hamilton Airport,Hamilton,Australia,HLT,YHML
5679,Halls Creek Airport,Halls Creek,Australia,HCQ,YHLC
5680,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,FIZ,YFTZ
5681,Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV
5682,Wilkins Runway,Budd Coast,Antarctica,\N,YWKS
5705,Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT
5706,Takaka Airport,Takaka,New Zealand,KTF,NZTK
5707,Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF
5708,Ulawa Airport,Ulawa,Solomon Islands,RNA,AGAR
5709,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,AGGC
5710,Santa Ana Airport,Santa Ana,Solomon Islands,NNB,AGGT
5711,Yandina Airport,Yandina,Solomon Islands,XYA,AGGY
5712,Batuna Aerodrome,Batuna,Solomon Islands,BPF,AGBT
5718,Grootfontein Airport,Grootfontein,Namibia,GFY,FYGF
5719,Rundu Airport,Rundu,Namibia,NDU,FYRU
5742,Wake Island Airfield,Wake island,Wake Island,AWK,PWAK
5753,Phan Rang Airport,Phan Rang,Vietnam,PHA,VVPR
5754,Na-San Airport,Son-La,Vietnam,SQH,VVNS
5757,Geelong Airport,Geelong,Australia,GEX,YGLG
5778,Syangboche Airport,Syangboche,Nepal,SYH,VNSB
5784,Mysore Airport,Mysore,India,MYQ,VOMY
5790,Penneshaw Airport,Penneshaw,Australia,PEA,YPSH
5799,Redcliffe Airport,Rothwell,Australia,\N,YRED
5808,Zonguldak Airport,Zonguldak,Turkey,ONQ,LTAS
5812,Batken Airport,Batken,Kyrgyzstan,\N,UA30
5827,Al Minhad Air Base,Minhad AB,United Arab Emirates,NHD,OMDM
5834,Tengchong Tuofeng Airport,Tengchong,China,TCZ,ZUTC
5837,Camp Bastion Airport,Camp Bastion,Afghanistan,OAZ,OAZI
5843,Phillip Island Airport,Phillip Island,Australia,\N,YPID
5851,Yushu Batang Airport,Yushu,China,YUS,ZYLS
5852,Lianshui Airport,Huai An,China,HIA,ZSSH
5857,Monywar Airport,Monywa,Burma,NYW,VYMY
5860,Sun Island Resort and SPA,South Aari Atoll,Maldives,\N,\N
5863,Cooinda Airport,Cooinda,Australia,CDA,YCOO
5864,Jabiru Airport,Jabiru,Australia,JAB,YJAB
5872,Ngari Gunsa Airport,Shiquanhe,China,NGQ,ZUAL
5880,McMurdo Station Ice Runway,Ross Island,Antarctica,\N,NZIR
5913,Zhongwei Shapotou Airport,Zhongwei,China,ZHY,ZLZW
5919,Taichung Airport,Taichung,Taiwan,TXG,RCLG
5922,Ye Airport,Ye,Burma,XYE,VYYE
5924,Shaibah Airport,Shaybah,Saudi Arabia,\N,OESB
5925,Al Maktoum International Airport,Dubai,United Arab Emirates,DWC,OMDW
5929,Baise Youjiang Airport,Baise,China,AEB,ZGBS
5930,Okaukuejo Airport,Okaukuejo,Namibia,OKF,FYOO
5931,Mokuti Lodge Airport,Mokuti Lodge,Namibia,OKU,FYMO
5973,Khost Airport,Khost,Afghanistan,KHT,OAKS
5974,Namtu Airport,Naypyidaw,Burma,NMT,VYNT
5986,Sharana Airstrip,Sharona,Afghanistan,OAS,OASA
5988,Tsumeb Airport,Tsumeb,Namibia,TSB,FYTM
6003,Krainiy Airport,Baikonur,Kazakhstan,BXY,UAOL
6024,Kanas Airport,Burqin,China,KJI,ZWKN
6051,Telfer Airport,Telfer,Australia,TEF,YTEF
6052,Gazipaşa Airport,Alanya,Turkey,GZP,LTGP
6053,Shank Air Base,Shank,Afghanistan,OAA,OASH
6107,Ali Al Salem Air Base,Kuwait,Kuwait,\N,OKAS
6108,Renmark Airport,Renmark,Australia,RMK,YREN
6109,Leigh Creek Airport,Leigh Creek,Australia,LGH,YLEC
6110,Warburton Airport,Warburton Community,Australia,\N,YWBR
6111,Cunderdin Airport,Cunderdin,Australia,\N,YCUN
6112,Rottnest Island Airport,Rottnest Island,Australia,RTS,YRTI
6113,Forrest Airport,Forrest,Australia,FOS,YFRT
6114,Ballarat Airport,Ballarat,Australia,\N,YBLT
6129,Mallacoota Airport,Mallacoota,Australia,XMC,YMCO
6130,Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,ULH,OEAO
6132,Yuendumu Airport,Yuendumu ,Australia,YUE,YYND
6134,Lombok International Airport,Praya,Indonesia,LOP,WADL
6138,Yarram Airport,Yarram,Australia,\N,YYRM
6139,Handan Airport,Handan,China,HDG,ZBHD
6144,Jixi Xingkaihu Airport,Jixi,China,JXA,ZYJX
6145,Jeongseok Airport,Seogwipo,South Korea,JDG,RKPD
6151,Cesar Lim Rodriguez Airport,Taytay,Philippines,RZP,RPSD
6155,Shigatse Air Base,Shigatse,China,RKZ,ZURK
6165,Hiroshimanishi Airport,Hiroshima,Japan,HIW,RJBH
6166,Yalata Mission Airport,Yalata,Australia,KYI,YYTA
6170,Wyndham Airport,Wyndham,Australia,WYN,YWYM
6241,Taoyuan Air Base,Taoyuan,Taiwan,\N,RCGM
6243,Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ
6257,Nagaur Airport,Nagaur,India,\N,VI73
6270,Saravane Airport,Saravane,Laos,VNA,VLSV
6273,Akeno Airport,Akeno,Japan,\N,RJOE
6278,Beverley Airport,Mine Site,Australia,\N,YBEE
6308,Nusawiru Airport,Nusawiru,Indonesia,CJN,WI1A
6315,Bost Airport,Lashkar Gah,Afghanistan,BST,OABT
6316,Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL
6317,Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ
6318,Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY
6322,Qianjiang Wulingshan Airport,Qianjiang,China,JIQ,ZUQJ
6325,Sondok Airport,Hamhung,North Korea,DSO,ZKSD
6335,Tabing Airport,Padang,Indonesia,\N,WIMG
6343,Great Keppel Is Airport,Great Keppel Island,Australia,GKL,YGKL
6344,Roper Bar Airport,Roper Bar,Australia,RPB,YRRB
6345,Mount Garnet Airport,Mount Garnet,Australia,\N,YMRT
6346,Innisfail Airport,Innisfail,Australia,IFL,YIFL
6348,Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN
6349,Changbaishan Airport,Baishan,China,NBS,ZYBS
6350,Orang Airport,Chongjin,North Korea,RGO,ZKHM
6351,Moomba Airport,Moomba,Australia,MOO,YOOM
6358,Villa Airport,Maamigili,Maldives,VAM,VRMV
6359,Lingling Airport,Yongzhou,China,LLF,ZGLG
6361,Onslow Airport,Onslow,Australia,ONS,YOLW
6362,Theodore Airport,Theodore,Australia,TDR,YTDR
6382,Yangzhou Taizhou Airport,Yangzhou,China,YTY,ZSYA
6386,Tianshui Maijishan Airport,Tianshui,China,THQ,ZLTS
6388,Kooddoo Airport,Kooddoo,Maldives,GKK,VRMO
6392,Keetmanshoop Airport,Keetmanshoop,Namibia,KMP,FYKT
6393,Kangding Airport,Kangding,China,KGT,ZUKD
6396,Turpan Jiaohe Airport,Turpan,China,TLQ,ZWTP
6407,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,HRI,VCRI
6414,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB,OMBY
6417,Kratie Airport,Kratie,Cambodia,KTI,VDKT
6421,Guyuan Liupanshan Airport,Guyuan,China,GYU,ZLGY
6423,Changhai Airport,Changhai,China,CNI,ZYCH
6425,Jiagedaqi Airport,Jiagedaqi District,China,JGD,ZYJD
6426,Chinchilla Airport,Chinchilla,Australia,CCL,YCCA
6428,Motueka Airport,Motueka,New Zealand,MZP,NZMK
6429,Shute Harbour Airport,Shute Harbour,Australia,JHQ,YSHR
6432,Shepparton Airport,Shepparton,Australia,SHT,YSHT
6433,Temora Airport,Temora,Australia,TEM,YTEM
6434,Gayndah Airport,Gayndah,Australia,GAH,YGAY
6435,Wilcannia Airport,Wilcannia,Australia,WIO,YWCA
6436,Ivanhoe Airport,Ivanhoe,Australia,\N,YIVO
6437,Menindee Airport,Menindee,Australia,\N,YMED
6438,Pooncarie Airport,Pooncarie,Australia,\N,YPCE
6439,Tilpa Airport,Tilpa,Australia,\N,YTLP
6441,Bijie Feixiong Airport,Bijie,China,BFJ,ZUBJ
6444,Iğdır Airport,Igdir,Turkey,IGD,LTCT
6445,Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY,LTCS
6446,Zafer Airport,Kutahya,Turkey,KZR,LTBZ
6448,Yelahanka Air Force Station,Bangalore,India,\N,VOYK
6451,Lake Macquarie Airport,Lake Macquarie,Australia,BEO,YPEC
6453,Brampton Island Airport,Brampton Island,Australia,BMP,YBPI
6460,Busselton Regional Airport,Brusselton,Australia,BQB,YBLN
6463,Inverell Airport,Inverell,Australia,IVR,YIVL
6464,Glen Innes Airport,Glen Innes,Australia,GLI,YGLI
6467,Maranggo Airport,Sulawesi Tenggara,Indonesia,TQQ,WA44
6469,Yichun Mingyueshan Airport,Yichun,China,YIC,ZSYC
6472,McMurdo Station Pegasus Field,McMurdo Station,Antarctica,\N,NZPG
6475,Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE,YFDF
6476,Kangel Danda Airport,Kangel Danda,Nepal,\N,VNKL
6477,Bajura Airport,Bajura,Nepal,BJU,VNBR
6485,Solomon Airport,Solomon,Australia,SLJ,YSOL
6487,Kerama Airport,Kerama,Japan,KJP,ROKR
6489,Ekibastuz Airport,Ekibastuz,Kazakhstan,EKB,UASB
6506,Coonabarabran Airport,Coonabarabran,Australia,COJ,YCBB
6509,Warnervale Airport,Warnervale Airport,Australia,\N,YWVA
6516,Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS
6518,Tak Airport,Tak,Thailand,TKT,VTPT
6535,Bingöl Çeltiksuyu Airport,Bingol,Turkey,BGG,LTCU
6536,Kastamonu Airport,Kastamonu,Turkey,KFS,LTAL
6541,Lüliang Airport,Lvliang,China,LLV,ZBLL
6542,Daocheng Yading Airport,Daocheng,China,DCY,ZUDC
6543,Gannan Xiahe Airport,Xiahe city,China,GXH,ZLXH
6556,Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL
6560,Obock Airport,Obock,Djibouti,OBC,HDOB
6561,Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ
6564,Bursa Airport,Bursa,Turkey,BTZ,LTBE
6566,Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR
6569,Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS
6598,Fazenda Campo Verde Airport,Sihanoukville,Cambodia,\N,SNKV
6599,Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH
6600,Cowra Airport,Chatsworth,Australia,CWT,YCWR
6601,Coral Bay Airport,Coral Bay,Australia,\N,YCOY
6603,Lake Country Regional Airport,Clarksville,United Arab Emirates,\N,KW63
6621,Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY
6653,Lilydale Airport,Lilydale,Australia,\N,YLIL
6655,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV
6665,Jiuhuashan Airport,Chizhou,China,JUH,ZSJH
6666,Anshan Air Base,Anshan,China,AOG,ZYAS
6667,Saertu Airport,Daqing,China,DQA,ZYDQ
6668,Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY
6670,Lindu Airport,Yinchun,China,LDS,ZYLD
6671,Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS
6673,Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB,YBWW
6674,Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN
6675,Suzhou Guangfu Airport,Suzhou,China,SZV,ZSSZ
6681,Beringin Airport,Muara Teweh,Indonesia,\N,WAOM
6682,Mulia Airport,Mulia,Indonesia,LII,WAJM
6683,Stenkol Airport,Bintuni,Indonesia,NTI,WASB
6684,Wasior Airport,Wasior,Indonesia,WSR,WASW
6685,Silangit Airport,Siborong-Borong,Indonesia,DTB,WIMN
6686,Lasikin Airport,Sinabang,Indonesia,\N,WITG
6687,Seunagan Airport,Nagan Raya,Indonesia,MEQ,WITC
6688,Betoambari Airport,Bau-Bau,Indonesia,BUW,WAWB
6689,Kao Airport,Kao,Indonesia,KAZ,WAMK
6690,Melangguane Airport,Melonguane,Indonesia,MNA,WAMN
6691,Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ,WRLA
6692,Muara Bungo Airport,Muara Bungo,Indonesia,BUU,WIPI
6693,Selayar/Aroepala Airport,Selayar,Indonesia,\N,WAWH
6694,Illaga Airport,Illaga,Indonesia,ILA,WABL
6695,Oksibil Airport,Oksibil,Indonesia,OKL,WAJO
6696,Kokonau Airport,Kokonau,Indonesia,KOX,WABN
6697,Clermont Airport,Clermont,Australia,CMQ,YCMT
6698,Warrnambool Airport,Warrnambool,Australia,WMB,YWBL
6699,Richmond Airport,Richmond,Australia,RCM,YRMD
6700,RAAF Base Curtin,Derby,Australia,DCN,YCIN
6701,Kualanamu International Airport,Medan,Indonesia,KNO,WIMM
6704,Seosan Air Base,Seosan,South Korea,HMY,RKTP
6708,Farah Airport,Farah,Afghanistan,FAH,OAFR
6709,Pasighat Airport,Pasighat,India,IXT,VEPG
6723,Bunbury Airport,Bunbury,Australia,BUY,YBUN
6739,Atherton Airport,Atherton,Australia,\N,YATN
6751,Blimbingsari Airport,Banyuwangi,Indonesia,BWX,WARB
6752,Erenhot Saiwusu International Airport,Erenhot,China,ERL,ZBER
6755,Kamigoto Airport,Shin-kamigoto,Japan,\N,RJDK
6756,Ojika Airport,Odika,Japan,\N,RJDO
6757,Chofu Airport,Tokyo,Japan,\N,RJTF
6758,Hateruma Airport,Taketomi,Japan,HTR,RORH
6765,N 104 Helipad,Ulleung,South Korea,\N,RKDU
6766,Beijing Daxing International Airport,Beijing,China,PKX,ZBAD
6769,Hechi Jinchengjiang Airport,Hechi,China,HCJ,ZGHC
6770,Kadina Airport,Kadina,Australia,\N,YKDI
6772,Coondewanna Airport,Coondewanna,Australia,CJF,YCWA
6775,Ali Air Base,Nasiriyah,Iraq,\N,ORTL
6777,Borroloola Airport,Borroloola,Australia,BOX,YBRL
6784,HAL Airport,Bangalore,India,\N,VOBG
6786,Omarama Glider Airport,Omarama,New Zealand,\N,NZOA
6787,Haast Aerodrome,Haast,New Zealand,\N,NZHT
6791,Dongji Aiport,Fuyuan,China,FYJ,ZYFY
6797,Liupanshui Yuezhao Airport,Liupanshui,China,LPF,ZUPS
6798,Kaili Airport,Kaili,China,KJH,ZUKJ
6799,Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN
6800,Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ,ZBZJ
6801,Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES
6802,Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY
6803,Hongyuan Airport,Ngawa,China,AHJ,ZUHY
6804,Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS
6805,Mestia Queen Tamar Airport,Mestia,Georgia,\N,UGMS
6820,Port Keats Airport,Wadeye,Australia,PKT,YPKT
6821,Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT
6824,Flinders Island Airport,Elliston,Australia,\N,YFLS
6827,Hamad International Airport,Doha,Qatar,DOH,OTHH
6836,Yubileyniy Airfield,Baikonur,Kazakhstan,\N,UAON
6914,Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV,VRMD
6915,Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK,WAPI
6919,Murray Bridge Airport,Murray Bridge,Australia,\N,YMBD
6920,Horsham Airport,Horsham,Australia,HSM,YHSM
6921,Swan Hill Airport,Swan Hill,Australia,SWH,YSWH
6922,Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL
6923,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB,WARU
6925,Attopeu Airport,Attopeu,Laos,AOU,VLAP
6931,Sohar Airport,Sohar,Oman,OHS,OOSH
6932,Kadanwari Airport,Kadanwari,Pakistan,KCF,OPKW
6933,Sawan Airport,Sindh,Pakistan,RZS,OPSW
6934,Thamkharka Airport,Thamkharka,Nepal,\N,VNTH
6935,Thimarafushi Airport,Thimarafushi,Maldives,TMF,VRNT
6936,Ifuru Airport,Ifuru,Maldives,IFU,VREI
6938,Ordu Giresun Airport,Ordu-Giresun,Turkey,OGU,LTCB
6939,Hakkari Yüksekova Airport,Hakkari,Turkey,YKO,LTCW
6941,Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT
6942,Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI,WAMI
6950,Jinchuan Airport,Jinchuan,China,JIC,ZLJC
6952,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX
6953,Fuyun Koktokay Airport,Fuyun,China,FYN,ZWFY
6955,Linfen Qiaoli Airport,LINFEN,China,LFQ,ZBLF
6958,Gelephu Airport,Gelephu,Bhutan,GLU,VQGP
6961,Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK
6962,William Creek Airport,William Creek,Australia,\N,YWMC
6965,Siquijor Airport,Siquijor,Philippines,\N,RPVZ
6967,Rizhao Shanzihe Airport,Rizhao,China,RIZ,ZSRZ
6968,Shaxian Airport,Sanming,China,SQJ,ZSSM
6969,Taroom Airport,Taroom,Australia,XTO,YTAM
7045,Arandis Airport,Arandis,Namibia,ADI,FYAR
7046,Mariental Airport,Mariental,Namibia,\N,FYML
7137,King Salman Abdulaziz Airport,,Saudi Arabia,DWD,OEDM
7138,King Khaled Air Base,,Saudi Arabia,KMX,OEKM
7139,Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY
7140,Jam Airport,Kangan,Iran,KNR,OIBJ
7141,Hamadan Air Base,Hamadan,Iran,\N,OIHS
7142,Payam International Airport,Karaj,Iran,PYK,OIIP
7143,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ,OKAJ
7144,Rayak Air Base,Rayak,Lebanon,\N,OLRA
